ORIGEN,DESTINO,CANAL,TIPO,MONTO,CTD_TRX
U-hgNa9V5P,U-ET4wVqew,CANAL_2,TIPO_2,1564.44,1
U-JYVsJ3Vj,U-Xq9Yf3d2,CANAL_2,TIPO_3,1383.42,2
U-OrORhowL,U-7q9GiVfe,CANAL_1,TIPO_3,1165.77,2
U-0Z8ekkoB,U-SVCnMh3T,CANAL_2,TIPO_2,1697.63,2
U-aGph3yZY,U-ATavSdgE,CANAL_2,TIPO_2,1567.11,1
U-LyJNhx3X,U-6arEEjsA,CANAL_2,TIPO_2,1356.36,1
U-ORKp5Xix,U-thiONf0M,CANAL_3,TIPO_2,1765.84,2
U-h9eWqAOj,U-PmKW5Pm5,CANAL_1,TIPO_2,1633.5,1
U-Jexmyj46,U-AM6vQwx0,CANAL_1,TIPO_1,1402.66,2
U-h65vWmdp,U-yXRzrqhR,CANAL_2,TIPO_3,1452.9,1
U-HRJor30p,U-h0YrDyNQ,CANAL_2,TIPO_1,1425.17,1
U-9SWJLnoq,U-BRCJY83v,CANAL_2,TIPO_1,1341.82,1
U-opJHnsTb,U-JqEY8i1d,CANAL_2,TIPO_1,1471.84,2
U-kgT7TPLw,U-Bh279iIw,CANAL_2,TIPO_3,1259.32,2
U-dmTSKvTt,U-bdor8VTv,CANAL_3,TIPO_3,1483.7,2
U-8X1OEmaC,U-vIMZig7v,CANAL_2,TIPO_1,1583.72,1
U-wpgGljQi,U-M6D8nj9v,CANAL_2,TIPO_3,1589.77,2
U-er7KGpkw,U-gBAF0T7B,CANAL_2,TIPO_1,1645.62,2
U-htwvnt5y,U-H93knPzX,CANAL_1,TIPO_2,1336.28,2
U-XHiIikpQ,U-ClqgBzEz,CANAL_2,TIPO_2,1726.79,1
U-bjTdLUzF,U-GKxLMDNw,CANAL_1,TIPO_2,1286.34,1
U-aejdOUpC,U-bQZ0xmZ7,CANAL_3,TIPO_1,1455.39,1
U-Z5My43Bs,U-WvU9dJQz,CANAL_2,TIPO_2,1591.66,2
U-iZPiAMUJ,U-nJydX271,CANAL_1,TIPO_2,1718.91,2
U-bReG5PrA,U-SSFo12UG,CANAL_1,TIPO_2,1680.38,1
U-CF6BF56q,U-XVGm0Jko,CANAL_2,TIPO_2,1373.85,2
U-Xq9Yf3d2,U-MdWb1lNX,CANAL_1,TIPO_1,1390.06,1
U-356CrTZG,U-7q9GiVfe,CANAL_2,TIPO_2,1700.58,1
U-TDDn86fv,U-1BwTM4yH,CANAL_2,TIPO_3,1630.97,1
U-OeUdSZAQ,U-CkanatzH,CANAL_3,TIPO_2,1578.35,1
U-uobnHzwc,U-2lciIVBt,CANAL_2,TIPO_2,1419.63,2
U-CfxZjzLM,U-BjvFBFB3,CANAL_1,TIPO_1,1409.26,2
U-dkSmZfC7,U-uH55r38K,CANAL_3,TIPO_2,1408.3,1
U-eeuFo7rF,U-dC9zmdfK,CANAL_2,TIPO_3,1509.61,1
U-69NF0tOa,U-WvU9dJQz,CANAL_2,TIPO_2,1598.22,2
U-16q4IWDU,U-xx3JoLsM,CANAL_1,TIPO_3,1501.87,1
U-Y0LB8ubJ,U-JahrDTQH,CANAL_2,TIPO_2,1319.76,2
U-80k26Tj9,U-ROPOZoYT,CANAL_3,TIPO_1,1386.64,1
U-vIMZig7v,U-g0Z2TJIv,CANAL_3,TIPO_2,1604.75,2
U-LJ0EmfE6,U-cqZhkYY2,CANAL_2,TIPO_2,1253.94,1
U-cix5UlED,U-DAU5MRES,CANAL_1,TIPO_3,1449.14,1
U-tLP8uq05,U-9kqA3lbf,CANAL_2,TIPO_3,1309.69,2
U-7SqMZHvK,U-jlKrjvns,CANAL_3,TIPO_2,1450.63,2
U-AXQodGlD,U-n7rS1l8A,CANAL_2,TIPO_3,1418.73,1
U-0ivyTZxn,U-JUf2aoFq,CANAL_2,TIPO_3,1682.57,2
U-cE2HFOYE,U-mf4gw87I,CANAL_1,TIPO_3,1470.89,1
U-rhlsufAU,U-YUGiByAA,CANAL_1,TIPO_2,1346.65,2
U-xZWJeioP,U-w9VSf2LW,CANAL_1,TIPO_2,1639.67,1
U-SEugh4mq,U-CoTJu6k3,CANAL_1,TIPO_2,1666.33,1
U-3HrPC4k3,U-JFuBic0G,CANAL_2,TIPO_2,1504.79,1
U-BUlM8tTN,U-lEkGA3It,CANAL_3,TIPO_2,1291.6,1
U-IAMU9z1L,U-kR5DullW,CANAL_2,TIPO_2,1828.53,1
U-bdor8VTv,U-VIuT91KM,CANAL_1,TIPO_1,1313.31,2
U-ronKO0Sg,U-fToUDGCG,CANAL_2,TIPO_2,1289.25,2
U-4jQ2HDX1,U-pa0am74j,CANAL_3,TIPO_2,1330.71,1
U-BRCJY83v,U-GoTW3eWp,CANAL_2,TIPO_2,1634.25,1
U-M8mgBCDq,U-YoroPw6W,CANAL_1,TIPO_1,1736.02,2
U-Haj3NX7R,U-bVVvhGiM,CANAL_2,TIPO_2,1537.98,1
U-aq2MCWaw,U-5Ri5vBEY,CANAL_1,TIPO_2,1471.11,1
U-eSPYdJpC,U-2OUAcwvZ,CANAL_2,TIPO_1,1611.41,1
U-WaHLsmDE,U-5Z3gsuqF,CANAL_3,TIPO_2,2057.52,1
U-KSCGKubB,U-YRRg3bk3,CANAL_2,TIPO_3,1195.23,2
U-3Z6geSSR,U-kg5LwCJ2,CANAL_1,TIPO_2,1425.48,2
U-9xgaBhfR,U-uXE4J2Fn,CANAL_2,TIPO_2,1570.73,1
U-9oAxTnFo,U-wiWoFFif,CANAL_2,TIPO_2,1543.9,2
U-eC4yIVnF,U-H93knPzX,CANAL_2,TIPO_1,1422.41,2
U-3HrPC4k3,U-Vs4qkqse,CANAL_1,TIPO_3,1665.27,1
U-8oWrzSHK,U-0Sneir3J,CANAL_2,TIPO_3,1133.33,2
U-jLaXI2et,U-fEQTobJw,CANAL_2,TIPO_2,1580.71,1
U-BNCbeg1h,U-MVyIKm2K,CANAL_1,TIPO_2,1383.8,2
U-BxP35Kfu,U-XPGnhNap,CANAL_2,TIPO_1,1721.04,2
U-Lx3MiQKj,U-uobnHzwc,CANAL_3,TIPO_2,1537.53,2
U-erdQbyWB,U-l2w74nRU,CANAL_2,TIPO_2,1598.88,2
U-SjeoCxNM,U-DHbuG1g7,CANAL_2,TIPO_1,1362.58,1
U-5GA85Omd,U-e0YpVcmb,CANAL_1,TIPO_3,1609.13,1
U-tMKWrxiJ,U-toZgtv7r,CANAL_2,TIPO_1,1597.26,1
U-ogHsH98Z,U-Bg1ikxpg,CANAL_3,TIPO_2,1484.27,2
U-48qs0I2N,U-9aLxZrJI,CANAL_3,TIPO_2,1520.72,2
U-s4h6y1yG,U-0Z8ekkoB,CANAL_1,TIPO_2,1573.63,1
U-qQkr76sa,U-89I7nxgX,CANAL_2,TIPO_1,1596.09,2
U-eDE6nM9t,U-nNIges23,CANAL_2,TIPO_2,1527.92,2
U-FU78elPP,U-bxMVqaIn,CANAL_3,TIPO_2,1536.25,1
U-FbgbaIGj,U-XG8r4p8W,CANAL_3,TIPO_2,1535.99,2
U-JYmel6wv,U-RXWgmax3,CANAL_2,TIPO_2,1330.07,1
U-XBT3PwdI,U-356CrTZG,CANAL_1,TIPO_1,1424.93,1
U-Afyqoh0u,U-Uh9PPxs0,CANAL_2,TIPO_2,1561.89,1
U-kGOGCVOb,U-jJmT7dKe,CANAL_2,TIPO_2,1655.16,2
U-CaWYVAyz,U-ySQ2K6rx,CANAL_2,TIPO_3,1445.35,2
U-AIYJOOea,U-pzI6ifco,CANAL_1,TIPO_2,1401.93,2
U-pKsUtR0z,U-EPiuQahV,CANAL_3,TIPO_2,1361.1,1
U-s3gmq5uE,U-7q9GiVfe,CANAL_2,TIPO_2,1537.7,2
U-TA52QGeH,U-4NhXfYPK,CANAL_2,TIPO_2,1168.72,1
U-sB6iHmhu,U-1fI6JdVH,CANAL_1,TIPO_2,1411.67,1
U-l9D2R27C,U-1IELi7pU,CANAL_2,TIPO_3,1635.29,1
U-VwKu0kG3,U-s3xokjln,CANAL_2,TIPO_2,1281.05,2
U-o0NzxgDo,U-RzZ9WwYV,CANAL_1,TIPO_1,1663.48,1
U-sAfHy5m9,U-6usBZm4z,CANAL_3,TIPO_2,1481.84,2
U-AxscjMVj,U-pqllQdAx,CANAL_2,TIPO_1,1320.87,1
U-fToUDGCG,U-B5I16LNG,CANAL_1,TIPO_1,1535.3,2
U-TwSqQW8r,U-1CT0IfcF,CANAL_2,TIPO_1,1347.71,2
U-lBx2yl4Q,U-oZpMhsDy,CANAL_3,TIPO_1,1547.02,2
U-o0Q3aE1S,U-thiONf0M,CANAL_3,TIPO_3,1403.41,1
U-VPDchvZ1,U-YqjmloM4,CANAL_2,TIPO_1,1375.8,1
U-er7KGpkw,U-RmrRnw1M,CANAL_3,TIPO_1,1728.89,2
U-OrDPqGbq,U-E0FFj3Zb,CANAL_1,TIPO_2,1505.41,2
U-sROdFbsJ,U-RmTHfh1e,CANAL_2,TIPO_2,1452.96,1
U-UO1Pc564,U-hgeuMYvZ,CANAL_1,TIPO_2,1513.92,2
U-gdvU1zgI,U-nJydX271,CANAL_1,TIPO_2,1461.94,2
U-XBNasCpD,U-kAXqJMOd,CANAL_3,TIPO_2,1621.33,2
U-35F1pPzk,U-JU9cjlHs,CANAL_2,TIPO_3,1366.84,2
U-xAVypHd1,U-faRoCb6k,CANAL_3,TIPO_2,1271.51,2
U-UmqkEBTL,U-EP35x8UF,CANAL_2,TIPO_3,1421.11,1
U-YoZHV0nC,U-tBHSH6N1,CANAL_3,TIPO_2,1392.5,2
U-aVjjbiZy,U-YUGiByAA,CANAL_2,TIPO_3,1546.33,2
U-5Z3gsuqF,U-KbCdoCcb,CANAL_3,TIPO_3,1440.92,1
U-ijcskDY0,U-pPsvVBzN,CANAL_1,TIPO_2,1527.8,2
U-JYmel6wv,U-m7loj3mk,CANAL_1,TIPO_1,1647.61,1
U-2r9GPN83,U-UyMDvwfz,CANAL_2,TIPO_2,1385.66,1
U-cE2HFOYE,U-3l1rcm7f,CANAL_2,TIPO_1,1337.89,2
U-kl5oHqCf,U-NH3gd2gh,CANAL_2,TIPO_3,1592.62,2
U-HjPLHzuX,U-44I8n8mi,CANAL_2,TIPO_3,1507.12,1
U-Gdktd85w,U-UhXA0QMG,CANAL_3,TIPO_2,1537.3,2
U-UvvaofE3,U-uXE4J2Fn,CANAL_2,TIPO_2,1506.66,2
U-nRBm6tYM,U-WipKU5tr,CANAL_2,TIPO_1,1553.61,1
U-9m73J5tf,U-lTFNAxHN,CANAL_3,TIPO_2,1469.08,1
U-iO84CkAR,U-xWxt5Dnw,CANAL_1,TIPO_2,1564.59,2
U-cDHRaotj,U-ceV7gCqJ,CANAL_2,TIPO_2,2015.07,1
U-lXVCb7LR,U-gv11Ljiz,CANAL_2,TIPO_3,1563.13,1
U-opJHnsTb,U-ronKO0Sg,CANAL_2,TIPO_1,1531.43,2
U-D1DRbhA9,U-9aLxZrJI,CANAL_2,TIPO_3,1570.25,1
U-7omadnIr,U-7n2nmGzL,CANAL_3,TIPO_1,1344.82,2
U-c48LgJmu,U-Z8mTkoLS,CANAL_2,TIPO_2,1792.09,2
U-5SDWj9v8,U-mMweLmhM,CANAL_2,TIPO_2,1377.46,1
U-xAVypHd1,U-E9veRMCH,CANAL_1,TIPO_3,1452.08,1
U-lmGRHXjy,U-oiQPsUvC,CANAL_2,TIPO_3,1409.22,1
U-bmyFlo1C,U-PmKW5Pm5,CANAL_1,TIPO_2,1594.85,2
U-ualJke64,U-R6SlLoJw,CANAL_2,TIPO_2,1459.28,1
U-m4XM7yVm,U-kR5DullW,CANAL_3,TIPO_1,1558.3,2
U-0M0ANZND,U-Y2Ay08mV,CANAL_3,TIPO_2,1417.88,1
U-0oiOK2sG,U-q0HvUmEL,CANAL_1,TIPO_2,1492.08,1
U-DyLZdoCu,U-qSEiqQ3R,CANAL_1,TIPO_2,1454.93,2
U-LJ0EmfE6,U-vxB4G0gP,CANAL_1,TIPO_1,1323.31,2
U-EtG4yyUD,U-AmzosWz8,CANAL_2,TIPO_2,1368.55,1
U-9VxzC29z,U-ClqgBzEz,CANAL_2,TIPO_1,1680.63,1
U-2EoEK257,U-NJ8lD6bc,CANAL_3,TIPO_2,1454.52,2
U-yeVZqxkA,U-SSFo12UG,CANAL_2,TIPO_3,1895.03,1
U-1IELi7pU,U-hKzKzR1J,CANAL_2,TIPO_1,1588.47,1
U-hPFP6SZF,U-FWTQ6Aw3,CANAL_2,TIPO_2,1446.96,1
U-DR11ujDf,U-0HrUxkxi,CANAL_3,TIPO_2,1801.52,2
U-eeuFo7rF,U-TztJRqGK,CANAL_2,TIPO_2,1476.54,1
U-ATlCimSw,U-tFgeOYxr,CANAL_2,TIPO_3,1457.18,1
U-6p8aw9Ls,U-kgT7TPLw,CANAL_1,TIPO_3,1485.83,2
U-k1KD6abK,U-aM1tNqXT,CANAL_3,TIPO_1,1423.33,2
U-ncilCdpX,U-8MkBmeVr,CANAL_2,TIPO_3,1653.82,1
U-tFgeOYxr,U-zM1h96cv,CANAL_1,TIPO_1,1531.67,1
U-eDArVHpN,U-SRYKeglO,CANAL_2,TIPO_3,1685.74,2
U-wgiHXFCb,U-bnKwpdWU,CANAL_1,TIPO_2,1493.53,2
U-6jmX0AZh,U-YBnug8iM,CANAL_3,TIPO_1,1454.07,1
U-35F1pPzk,U-MJ7B8b5D,CANAL_2,TIPO_3,1459.96,2
U-vpWRsd0L,U-lwVL7RPm,CANAL_2,TIPO_1,1585.06,1
U-9m73J5tf,U-pSsZx7dO,CANAL_2,TIPO_2,1424.12,1
U-SfXBIsdV,U-3a6yKwEb,CANAL_2,TIPO_1,1501.85,2
U-3kekkccn,U-lw7SKIcp,CANAL_1,TIPO_1,1463.07,2
U-JYmel6wv,U-nNIges23,CANAL_2,TIPO_2,1678.89,1
U-DVYIYiFc,U-pKsUtR0z,CANAL_1,TIPO_1,1737.93,2
U-IC0PFKWs,U-WTLbs1hs,CANAL_1,TIPO_1,1481.43,2
U-nhQAq3tL,U-7LE9SK4t,CANAL_2,TIPO_2,1484.18,1
U-pSsZx7dO,U-NsKKfDuJ,CANAL_2,TIPO_2,1312.55,2
U-8wsuFXnx,U-wLgVL3ym,CANAL_3,TIPO_2,1264.54,1
U-XpkEQQRi,U-XPGnhNap,CANAL_1,TIPO_2,1544.69,1
U-80k26Tj9,U-DVYIYiFc,CANAL_2,TIPO_1,1504.99,1
U-5FyI7B6M,U-OjI5YEsb,CANAL_1,TIPO_1,1752.5,1
U-IAHCAu87,U-ol2hmzlK,CANAL_1,TIPO_3,1586.84,1
U-OrDPqGbq,U-1ypF5r35,CANAL_2,TIPO_2,1365.2,2
U-ANEFiskU,U-99vStGmv,CANAL_1,TIPO_2,1506.59,1
U-ftuScJkA,U-ggfx1XvI,CANAL_1,TIPO_2,1531.91,2
U-MmJzAg6w,U-CkanatzH,CANAL_1,TIPO_3,1389.69,1
U-j3aKKgbn,U-vXP3tDnZ,CANAL_3,TIPO_1,1532.02,2
U-ZtPA32yl,U-RjuyHmSy,CANAL_3,TIPO_2,1737.79,1
U-q6M9ZpLv,U-xAVypHd1,CANAL_2,TIPO_2,1668.22,2
U-e0aNOrff,U-MVyIKm2K,CANAL_2,TIPO_2,1453.76,1
U-VEtr7mSz,U-i6ORPIdx,CANAL_3,TIPO_3,1810.6,1
U-kl5oHqCf,U-lglRpQcb,CANAL_1,TIPO_2,1370.71,1
U-kgT7TPLw,U-YDm8rArN,CANAL_2,TIPO_2,1482.35,1
U-OuQQgOml,U-yBcSesqv,CANAL_2,TIPO_1,1463.67,2
U-UJuaU7dz,U-FFZPFdYv,CANAL_3,TIPO_3,1561.37,2
U-JYmel6wv,U-xIhLTFQ6,CANAL_2,TIPO_2,1607.65,2
U-jXQdWHTP,U-SpApRFQb,CANAL_1,TIPO_2,1683.99,1
U-yZOPzss7,U-9fTRYfVP,CANAL_3,TIPO_2,1439.37,1
U-9cFK4DVH,U-6vM8s5Gx,CANAL_3,TIPO_2,1508.82,2
U-4dxdO09C,U-g0Z2TJIv,CANAL_2,TIPO_2,1665.28,1
U-kGOGCVOb,U-wLG3KOkM,CANAL_1,TIPO_2,1497.58,2
U-BdS3mSG8,U-o0NzxgDo,CANAL_2,TIPO_1,1324.98,2
U-cc9uR69j,U-K56lWfcn,CANAL_3,TIPO_2,1325.1,2
U-q0HvUmEL,U-N63yEQrt,CANAL_1,TIPO_1,1585.45,2
U-EJQqMEFG,U-XVGWIyfu,CANAL_1,TIPO_2,1397.75,1
U-DlOpXx9Z,U-HjPLHzuX,CANAL_3,TIPO_1,1426.05,2
U-6OUwoWdd,U-opJHnsTb,CANAL_2,TIPO_1,1582.59,1
U-9RqbgYZy,U-EOwKW4Fv,CANAL_1,TIPO_3,1411.56,1
U-TNCcqQED,U-YmZw05iz,CANAL_2,TIPO_2,1468.01,1
U-16q4IWDU,U-fppfjlCY,CANAL_1,TIPO_2,1528.0,1
U-q2GCrZpA,U-xIhLTFQ6,CANAL_2,TIPO_2,1397.65,2
U-Js2EVoiz,U-mMweLmhM,CANAL_1,TIPO_1,1359.27,1
U-FGqn52Pi,U-YJL3rXfb,CANAL_3,TIPO_3,1532.54,1
U-K2d0GJvJ,U-yXRzrqhR,CANAL_1,TIPO_3,1284.4,2
U-c2i1WxDa,U-QgNcIct3,CANAL_1,TIPO_1,1321.28,2
U-htwvnt5y,U-k01P4c9F,CANAL_3,TIPO_2,1607.14,1
U-DtfcTnzM,U-dFpeHmjh,CANAL_2,TIPO_2,1313.05,2
U-0M0ANZND,U-NjCtjXtB,CANAL_3,TIPO_1,1413.76,2
U-wEfroe14,U-vPhf9dbD,CANAL_2,TIPO_2,1509.71,1
U-rrw2CUcE,U-2wsClCGp,CANAL_2,TIPO_2,1409.82,1
U-M9WyTOTq,U-YUGiByAA,CANAL_1,TIPO_2,1438.9,1
U-7ZY7qtzU,U-2YnapuZh,CANAL_3,TIPO_1,1386.29,1
U-SlBb5F4u,U-BoeCSsIT,CANAL_3,TIPO_2,1633.88,1
U-qGBRt3wQ,U-EPiuQahV,CANAL_1,TIPO_1,1675.2,2
U-opJHnsTb,U-BoeCSsIT,CANAL_1,TIPO_2,1581.46,2
U-szBavkZE,U-6f550Q8c,CANAL_2,TIPO_3,1569.9,2
U-DezAiKRE,U-IU4tbyzX,CANAL_3,TIPO_1,1750.11,1
U-tT7l49Lp,U-6OUwoWdd,CANAL_1,TIPO_1,1611.16,1
U-d9wR2TmU,U-IAHCAu87,CANAL_2,TIPO_2,1266.02,1
U-e0Qb2HIM,U-BdS3mSG8,CANAL_3,TIPO_1,1610.02,1
U-AGrY7dsi,U-ZKpWigxd,CANAL_3,TIPO_2,1522.43,2
U-cDHRaotj,U-IOe0Mt5m,CANAL_2,TIPO_1,1281.33,1
U-LNbESZpR,U-k8wvV6J2,CANAL_1,TIPO_3,1657.84,2
U-kDLZP8zi,U-rdyzFJ3E,CANAL_2,TIPO_2,1406.9,1
U-zgvt6zSX,U-rjT6LIb3,CANAL_2,TIPO_2,1704.93,2
U-VwKu0kG3,U-urfKLZU4,CANAL_2,TIPO_2,1479.9,1
U-Lx3MiQKj,U-TNCcqQED,CANAL_1,TIPO_2,1299.02,2
U-rZDhiVOw,U-XG8r4p8W,CANAL_3,TIPO_2,1647.59,2
U-Rz697lmG,U-zEIYBHTN,CANAL_1,TIPO_1,1658.88,1
U-AcdoZKjA,U-0JmajXCr,CANAL_2,TIPO_2,1397.09,2
U-ou0EAH3B,U-35F1pPzk,CANAL_1,TIPO_1,1408.14,2
U-zM1h96cv,U-q0HvUmEL,CANAL_2,TIPO_1,1600.18,2
U-PRBtpHeR,U-d15vo0WY,CANAL_3,TIPO_2,1606.57,2
U-35F1pPzk,U-6Zylwyjz,CANAL_3,TIPO_1,1240.1,1
U-yZOPzss7,U-iZPiAMUJ,CANAL_3,TIPO_2,1636.75,1
U-js1Bzome,U-Tcr7Heel,CANAL_1,TIPO_1,1692.25,2
U-EzO9WDmB,U-VfkqRvmy,CANAL_3,TIPO_2,1496.44,1
U-PAVdVZ6e,U-6I74h6eA,CANAL_2,TIPO_3,1667.12,1
U-k1XIQRi0,U-jOsMLmzP,CANAL_2,TIPO_1,1460.32,2
U-Kfyx2kdh,U-uAQPBA88,CANAL_2,TIPO_2,1666.12,1
U-ocZIx9iz,U-MALbvJPQ,CANAL_2,TIPO_3,1275.9,1
U-vIMZig7v,U-Kk52HnpL,CANAL_3,TIPO_3,1324.98,1
U-SaoOlCOk,U-xKhWLaxk,CANAL_2,TIPO_2,1264.19,2
U-kl5oHqCf,U-eC4yIVnF,CANAL_2,TIPO_1,1523.3,2
U-wLG3KOkM,U-9m73J5tf,CANAL_2,TIPO_2,1514.76,2
U-zufy0SGE,U-vNRDgqW8,CANAL_3,TIPO_2,1354.63,1
U-MINSzKYA,U-aGph3yZY,CANAL_2,TIPO_3,1688.06,1
U-StCP42nE,U-E9veRMCH,CANAL_1,TIPO_1,1340.96,1
U-V4VE7vZV,U-SsahTId2,CANAL_2,TIPO_2,1462.8,2
U-U7Y5FVZY,U-fppfjlCY,CANAL_1,TIPO_3,1408.43,1
U-5E6mnuPe,U-q0HvUmEL,CANAL_1,TIPO_3,1481.59,1
U-k8wvV6J2,U-yGfxzgHt,CANAL_2,TIPO_2,1357.19,1
U-UO1Pc564,U-dAaItdZj,CANAL_2,TIPO_1,1482.83,1
U-43EVYTiq,U-kjwJUfHx,CANAL_2,TIPO_1,1448.15,1
U-xG022dap,U-toZgtv7r,CANAL_2,TIPO_2,1508.11,2
U-opJHnsTb,U-WQEzsjFU,CANAL_2,TIPO_1,1541.28,1
U-uTEsBW84,U-3a6yKwEb,CANAL_1,TIPO_2,1418.4,2
U-YV0C6m2f,U-1hMjXVGm,CANAL_2,TIPO_3,1477.14,2
U-ANEFiskU,U-5ciyB5XW,CANAL_3,TIPO_2,1227.8,2
U-TIqwB5Ff,U-TGtfQH36,CANAL_2,TIPO_3,1664.2,2
U-5cp8YvIp,U-mWrJZzrB,CANAL_2,TIPO_2,1473.58,1
U-oZpMhsDy,U-ncilCdpX,CANAL_2,TIPO_3,1477.08,1
U-ceV7gCqJ,U-BjvFBFB3,CANAL_1,TIPO_3,1484.68,1
U-nNIges23,U-s3xokjln,CANAL_3,TIPO_3,1474.26,2
U-IP892Ltj,U-AlsoK4d7,CANAL_2,TIPO_1,1607.89,1
U-E9veRMCH,U-zqKQ755w,CANAL_2,TIPO_2,1577.64,1
U-F8Kcgz4c,U-VxCWS0em,CANAL_1,TIPO_1,1543.16,1
U-C9jJ3lOb,U-59PCQOnk,CANAL_3,TIPO_1,1601.84,2
U-4jOjEpQy,U-i8szQRYG,CANAL_1,TIPO_3,1639.47,2
U-cg3N6Qqe,U-cJo7i3AJ,CANAL_3,TIPO_1,1279.29,2
U-eiJ6EA6O,U-xVg7yHmd,CANAL_1,TIPO_2,1614.47,2
U-KAh4yvEn,U-7p10sQq6,CANAL_3,TIPO_2,1468.92,2
U-tHPwaxhv,U-6p8aw9Ls,CANAL_2,TIPO_2,1550.49,1
U-exgT9kf8,U-wWq3vHYt,CANAL_3,TIPO_2,1603.43,1
U-OsOtR7fX,U-6vBOB361,CANAL_2,TIPO_3,1526.94,1
U-9sZI7ED4,U-iXk2o6Rg,CANAL_1,TIPO_3,1387.95,2
U-XHiIikpQ,U-CkanatzH,CANAL_1,TIPO_3,1540.73,1
U-UCIHrNfI,U-MJ7B8b5D,CANAL_2,TIPO_2,1406.48,1
U-e0YpVcmb,U-7vmNOkSn,CANAL_2,TIPO_1,1238.92,1
U-bs2jsW1H,U-8bfsffkS,CANAL_2,TIPO_3,1514.59,1
U-0WDDEoTK,U-MVxBsDJk,CANAL_2,TIPO_1,1489.71,2
U-rlcTEHnY,U-94fl1e5E,CANAL_2,TIPO_2,1568.75,2
U-AREV7DKR,U-F5krE6pp,CANAL_1,TIPO_2,1614.21,1
U-yZOPzss7,U-cfu6l1tW,CANAL_1,TIPO_2,1760.8,1
U-Hax4oGgd,U-Tz14wqA8,CANAL_1,TIPO_1,1717.64,1
U-UYOArRIg,U-bdor8VTv,CANAL_3,TIPO_2,1605.3,2
U-s3gmq5uE,U-VJPxlhHh,CANAL_2,TIPO_2,1648.48,1
U-99vStGmv,U-tERstSSK,CANAL_2,TIPO_1,1572.68,2
U-ZKpWigxd,U-zEIYBHTN,CANAL_2,TIPO_3,1715.41,2
U-U7Y5FVZY,U-aM1tNqXT,CANAL_2,TIPO_1,1402.57,1
U-pKsUtR0z,U-UJuaU7dz,CANAL_1,TIPO_3,1788.5,2
U-Ptkdh6u9,U-k1Kw4rNs,CANAL_1,TIPO_1,1750.06,2
U-AJzpSZEx,U-H2hv18Dc,CANAL_2,TIPO_1,1515.1,2
U-krZcvDaK,U-AgyPNHXd,CANAL_1,TIPO_1,1644.7,2
U-F5krE6pp,U-l2w74nRU,CANAL_2,TIPO_2,1077.22,1
U-89I7nxgX,U-HZ2ClkU7,CANAL_3,TIPO_2,1306.89,1
U-Y57kNUbJ,U-TRZsnD0d,CANAL_1,TIPO_1,1540.79,2
U-0Sneir3J,U-ZxUHntJf,CANAL_1,TIPO_1,1290.99,2
U-Y2Ay08mV,U-Fifffqek,CANAL_2,TIPO_3,1338.41,1
U-PA1IN2Jp,U-q42btoMa,CANAL_1,TIPO_2,1456.32,2
U-IsNnBFAL,U-Tz14wqA8,CANAL_1,TIPO_3,1338.37,1
U-0oiOK2sG,U-F8Kcgz4c,CANAL_2,TIPO_2,1758.22,2
U-vVxlo9Qf,U-977T1RLh,CANAL_1,TIPO_1,1760.22,2
U-SfPe47Za,U-oiQPsUvC,CANAL_1,TIPO_1,1683.78,2
U-4ENkFDOM,U-kM8zKbGY,CANAL_2,TIPO_2,1468.14,1
U-oewnuG0Y,U-KHyaH8ga,CANAL_2,TIPO_3,1538.35,1
U-2RStLhnk,U-9eXZqvxK,CANAL_1,TIPO_2,1310.09,2
U-FSSKQY8i,U-hPFP6SZF,CANAL_1,TIPO_2,1475.81,2
U-7QOMFaK6,U-Z3jinMLD,CANAL_3,TIPO_2,1463.34,1
U-d15vo0WY,U-WnEYDyi6,CANAL_3,TIPO_2,1714.88,1
U-4XCqSMfR,U-Y8CLdQTS,CANAL_2,TIPO_1,1558.95,1
U-WQ8F3Uu0,U-rDsSBHoX,CANAL_1,TIPO_2,1564.31,1
U-VGd7eYNC,U-SlBb5F4u,CANAL_3,TIPO_1,1422.68,1
U-AM6vQwx0,U-LP9xfUNb,CANAL_2,TIPO_2,1559.6,2
U-HIh5zT8V,U-iru9UlaL,CANAL_2,TIPO_2,1357.6,2
U-Z7gtIveN,U-AM6vQwx0,CANAL_3,TIPO_3,1872.32,1
U-xbpzRJor,U-Usa8Vtnl,CANAL_2,TIPO_1,1737.13,2
U-sEoK5Isu,U-abj3x2rU,CANAL_1,TIPO_1,1300.67,1
U-Haj3NX7R,U-iO84CkAR,CANAL_2,TIPO_1,1506.87,1
U-fq04vjtE,U-3ZYgIZkW,CANAL_1,TIPO_3,1688.43,2
U-fn4quCbY,U-iAnqTGJj,CANAL_1,TIPO_2,1478.44,1
U-Jexmyj46,U-MZT5ePvz,CANAL_2,TIPO_1,1533.18,1
U-lXVCb7LR,U-vglvYXTG,CANAL_3,TIPO_3,1612.24,1
U-iXk2o6Rg,U-8oWrzSHK,CANAL_3,TIPO_2,1216.55,1
U-ssRr1xad,U-M6h9JADM,CANAL_2,TIPO_2,1846.36,1
U-relnnekg,U-k16B0HWn,CANAL_2,TIPO_1,1520.88,1
U-lm4vjK0d,U-6f550Q8c,CANAL_2,TIPO_1,1570.92,2
U-J6FZ48Qm,U-43EVYTiq,CANAL_2,TIPO_1,1446.47,2
